127.0.0.1, 2011-06-04 13:40:24, GET, /base/default/index, HTTP/1.1, 404, 0.010000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/default/user/login, HTTP/1.1, 200, 0.030000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/css/altlayout.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/css/jquery.tipsy.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/css/web2py.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/css/jquery.uniform.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/css/jquery.visualize.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/js/web2py.js, HTTP/1.1, 304, 0.010000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/js/jquery.superfish.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/js/jquery.tipsy.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/js/jquery.uniform.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/js/base.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/images/sidebarbg.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/images/bg_light.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/images/bg_sep.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/images/bg-input.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /panel/static/images/separator.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:41:58, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 13:42:08, GET, /panel/default/user/register, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 13:42:08, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 13:42:39, GET, /panel/default/user/register, HTTP/1.1, 404, 0.010000
127.0.0.1, 2011-06-04 13:42:39, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 13:42:41, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 13:42:41, GET, /favicon.ico, HTTP/1.1, 400, 0.010000
127.0.0.1, 2011-06-04 13:42:49, GET, /panel/default/user/request_reset_password, HTTP/1.1, 200, 0.010000
127.0.0.1, 2011-06-04 13:42:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 13:42:51, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 13:42:52, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 13:44:29, GET, /panel/default/user/login, HTTP/1.1, 500, 0.140000
127.0.0.1, 2011-06-04 13:44:29, GET, /favicon.ico, HTTP/1.1, 400, 0.010000
127.0.0.1, 2011-06-04 13:44:31, GET, /admin/default/ticket/panel/127.0.0.1.2011-06-04.13-44-28.9184a25a-134a-4f45-b6b6-81f69467ef40, HTTP/1.1, 200, 0.120000
127.0.0.1, 2011-06-04 13:44:31, GET, /admin/static/images/ticket_section.png, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-06-04 13:44:31, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/default/user/login, HTTP/1.1, 200, 0.030000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/css/altlayout.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/css/web2py.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/css/jquery.tipsy.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/css/jquery.visualize.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/css/jquery.uniform.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/js/jquery.superfish.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/js/jquery.tipsy.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/js/jquery.uniform.js, HTTP/1.1, 304, 0.010000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/js/base.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/images/sidebarbg.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/images/bg_light.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/images/bg_sep.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/images/bg-input.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /panel/static/images/separator.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:44:46, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 13:44:53, GET, /panel/static/images/bg-input-focus.png, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-06-04 13:45:01, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 13:45:01, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 13:45:22, GET, /panel/default/user/request_reset_password, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 13:45:22, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 13:45:29, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 13:45:29, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 13:45:53, GET, /panel/default/, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 13:45:53, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 13:45:56, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 13:45:56, GET, /favicon.ico, HTTP/1.1, 400, 0.010000
127.0.0.1, 2011-06-04 13:55:10, GET, /panel/default/user/request_reset_password, HTTP/1.1, 200, 0.030000
127.0.0.1, 2011-06-04 13:55:10, GET, /panel/static/css/web2py.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 13:55:10, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 13:55:12, GET, /panel/default/user/request_reset_password, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 13:55:12, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 13:55:35, POST, /panel/default/user/request_reset_password, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 13:55:35, GET, /favicon.ico, HTTP/1.1, 400, 0.010000
127.0.0.1, 2011-06-04 13:55:36, POST, /panel/default/user/request_reset_password, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 13:55:36, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:04:57, GET, /panel/default/user, HTTP/1.1, 303, 0.020000
127.0.0.1, 2011-06-04 14:04:57, GET, /panel/default/user/login, HTTP/1.1, 500, 0.080000
127.0.0.1, 2011-06-04 14:04:57, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/default/user/login, HTTP/1.1, 200, 0.030000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/css/altlayout.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/css/web2py.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/css/jquery.tipsy.css, HTTP/1.1, 304, 0.010000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/css/jquery.uniform.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/css/jquery.visualize.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/js/jquery.superfish.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/js/jquery.tipsy.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/js/base.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/js/jquery.uniform.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/images/sidebarbg.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/images/bg-input.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/images/separator.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/images/bg_light.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /panel/static/images/bg_sep.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:05:09, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/css/jquery.uniform.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/css/web2py.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/css/altlayout.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/css/jquery.tipsy.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/js/jquery.js, HTTP/1.1, 304, 0.010000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/css/jquery.visualize.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/js/jquery.superfish.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/js/jquery.tipsy.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/js/jquery.uniform.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/js/base.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/images/sidebarbg.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /panel/static/images/bg_box.png, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-06-04 14:13:08, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/css/jquery.uniform.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/css/web2py.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/css/jquery.tipsy.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/css/altlayout.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/css/jquery.visualize.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/js/jquery.js, HTTP/1.1, 304, 0.010000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/js/jquery.superfish.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/js/jquery.tipsy.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/js/jquery.uniform.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/js/base.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/images/sidebarbg.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /panel/static/images/bg_box.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:18:23, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:18:56, GET, /panel/default/user/login, HTTP/1.1, 200, 0.010000
127.0.0.1, 2011-06-04 14:18:56, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:19:18, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:19:18, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:19:35, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:19:35, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:19:35, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:19:35, GET, /panel/static/images/bg_body.png, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-06-04 14:19:35, GET, /panel/static/images/bg_box.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:19:35, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:21:08, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:21:08, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:21:08, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.010000
127.0.0.1, 2011-06-04 14:21:08, GET, /panel/static/images/bg_body.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:21:08, GET, /panel/static/images/bg_box.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:21:08, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:23:37, GET, /panel/default/user/login, HTTP/1.1, 200, 0.030000
127.0.0.1, 2011-06-04 14:23:37, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:23:37, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:23:37, GET, /panel/static/images/bg_body.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:23:37, GET, /panel/static/images/bg_box.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:23:37, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:23:45, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:23:45, GET, /favicon.ico, HTTP/1.1, 400, 0.010000
127.0.0.1, 2011-06-04 14:24:08, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:24:08, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:24:08, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:24:08, GET, /panel/static/images/bg_body.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:24:08, GET, /panel/static/images/bg_box.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:24:08, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:24:09, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:24:09, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:24:09, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:24:09, GET, /panel/static/images/bg_body.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:24:09, GET, /panel/static/images/bg_box.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:24:09, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:24:20, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:24:20, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:24:20, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:24:20, GET, /panel/static/images/bg_body.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:24:20, GET, /panel/static/images/bg_box.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:24:20, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:25:02, GET, /panel/default/user/login, HTTP/1.1, 200, 0.030000
127.0.0.1, 2011-06-04 14:25:02, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:25:02, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:25:02, GET, /panel/static/images/bg_body.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:25:02, GET, /panel/static/images/bg_box.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:25:02, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:25:17, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:25:17, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:25:17, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:25:17, GET, /panel/static/images/bg_box.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:25:17, GET, /panel/static/images/bg_body.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:25:18, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:26:06, GET, /panel/default/user/login, HTTP/1.1, 500, 0.160000
127.0.0.1, 2011-06-04 14:26:06, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:26:14, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:26:14, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.010000
127.0.0.1, 2011-06-04 14:26:14, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:26:14, GET, /panel/static/images/bg_body.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:26:14, GET, /panel/static/images/bg_box.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:26:14, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:26:26, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:26:26, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:26:30, GET, /panel/default/user/request_reset_password, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:26:30, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:26:32, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:26:32, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:28:10, GET, /front/default/user/login, HTTP/1.1, 200, 0.870000
127.0.0.1, 2011-06-04 14:28:10, GET, /front/static/css/web2py.css, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-06-04 14:28:10, GET, /front/static/css/superfish.css, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-06-04 14:28:10, GET, /front/static/css/superfish-navbar.css, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-06-04 14:28:10, GET, /front/static/css/base.css, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-06-04 14:28:10, GET, /front/static/css/superfish-vertical.css, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-06-04 14:28:10, GET, /front/static/js/dd_belatedpng.js, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-06-04 14:28:10, GET, /front/static/js/jquery.js, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-06-04 14:28:10, GET, /front/static/js/web2py.js, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-06-04 14:28:10, GET, /front/static/js/superfish.js, HTTP/1.1, 200, 0.000000
127.0.0.1, 2011-06-04 14:28:10, GET, /front/static/js/modernizr-1.7.min.js, HTTP/1.1, 200, 0.010000
127.0.0.1, 2011-06-04 14:28:10, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:28:15, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:28:15, GET, /favicon.ico, HTTP/1.1, 400, 0.000000
127.0.0.1, 2011-06-04 14:28:17, GET, /panel/default/user/login, HTTP/1.1, 200, 0.020000
127.0.0.1, 2011-06-04 14:28:17, GET, /panel/static/css/reset.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-04 14:28:17, GET, /panel/static/css/styles.css, HTTP/1.1, 304, 0.000000
